Time (UNIX ms),Is Jamming,Jammer TX Gain,Reporting Time Offset (ms),UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,PHY.NPrbDl,PHY.DerivedRssiDl (dBm),PHY.DerivedRsrqDl (dB),PUSCH.Snr (dB),PUCCH.Snr (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,DRB.DerivedCQIDl,PHY.CqiWb1TbDl,PHY.CqiWb2TbDl,
1754584196800,1,49,0,39,0,0,0.00,15.86,1.25,511,784,-64.18,-65.00,-64.00,-64.00,-64.00,-64.00,11,5,-46.40,6.92,38.50,31.00,0,0,0.06,0.00,0.56,0.04,0.00,0.01,0,0,0,
1754584197800,1,49,0,39,0,0,0.00,11.62,0.78,471,1370,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,6,106,-32.96,205.86,5.00,32.00,0,1,0.16,0.00,0.56,0.04,0.00,0.01,1,0,0,
1754584198800,1,49,0,39,0,0,0.00,6.50,0.78,101,754,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,37.50,32.00,0,2,0.12,0.01,0.57,0.04,0.00,0.01,2,0,0,
1754584199800,1,49,0,39,0,0,0.00,15.86,0.78,421,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,35.50,33.00,0,0,0.10,0.01,0.57,0.04,0.00,0.01,0,0,0,
1754584200800,1,49,0,39,0,0,0.00,10.08,0.53,355,729,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,8,106,-32.96,205.86,5.00,32.00,1,0,0.05,0.00,0.57,0.04,0.00,0.01,0,0,0,
1754584201800,1,49,0,39,1,1,0.00,14.47,1.54,584,1435,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,31.00,0,0,0.12,0.00,0.57,0.04,0.00,0.01,0,0,0,
1754584202800,1,49,0,39,0,0,0.00,10.80,0.00,375,729,-64.11,-65.00,-64.00,-64.00,-64.00,-64.00,9,106,-33.07,205.52,5.00,31.00,0,0,0.06,0.00,0.58,0.04,0.00,0.01,0,0,0,
1754584203800,1,49,0,39,1,1,0.00,5.24,2.35,366,1981,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,7,5,-46.22,6.92,40.50,31.00,0,2,0.18,0.00,0.59,0.04,0.00,0.01,2,0,0,
1754584204800,0,0,0,39,0,0,0.00,0.10,0.22,10,714,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,9,106,-32.96,205.86,5.50,33.00,0,3,0.09,0.00,0.59,0.04,0.00,0.01,3,0,0,
1754584205800,0,0,0,39,1,1,0.00,13.73,1.37,393,1430,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,11,5,-46.22,6.92,39.50,34.00,0,1,0.05,0.00,0.58,0.04,0.00,0.01,1,0,0,
1754584206800,0,0,0,39,0,0,0.00,12.98,0.81,460,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,33.00,1,0,0.02,0.00,0.58,0.03,0.00,0.01,0,0,0,
1754584207800,0,0,0,39,0,0,0.00,2.18,0.82,58,764,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,37.50,31.00,0,1,0.01,0.00,0.58,0.03,0.00,0.01,1,0,0,
1754584208800,0,0,0,39,0,0,0.00,2.18,0.82,40,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,32.00,1,2,0.00,0.00,0.57,0.03,0.00,0.01,2,0,0,
1754584209800,0,0,0,39,0,0,0.00,0.74,0.82,17,754,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,31.00,0,3,0.00,0.00,0.57,0.03,0.00,0.01,3,0,0,
1754584210800,0,0,0,39,0,0,0.00,0.74,0.78,20,749,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,32.00,2,2,0.00,0.00,0.56,0.03,0.00,0.01,2,0,0,
1754584211800,0,0,0,39,0,0,0.00,2.18,0.82,81,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,40.50,33.00,1,1,0.00,0.00,0.56,0.03,0.00,0.01,1,0,0,
1754584212800,0,0,0,39,0,0,0.00,2.18,0.82,90,774,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,33.00,1,0,0.00,0.00,0.56,0.03,0.00,0.01,0,0,0,
1754584213800,0,0,0,39,7,1,0.00,8.86,2.10,323,764,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,32.00,0,1,0.00,0.00,0.55,0.03,0.00,0.01,1,0,0,
1754584214800,0,0,0,39,0,0,525.00,0.74,0.85,40,774,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,1,0,0.00,0.00,0.55,0.03,0.00,0.01,0,0,0,
1754584215800,0,0,0,39,0,0,521.00,0.74,0.78,40,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,1,0,0.00,0.00,0.55,0.03,0.00,0.01,0,0,0,
1754584216800,0,0,0,39,0,0,9.00,1.46,0.80,65,771,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,0,0,0.00,0.00,0.54,0.03,0.00,0.01,0,0,0,
1754584217800,0,0,0,39,0,0,7.00,1.46,0.82,105,784,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,32.00,0,0,0.00,0.00,0.54,0.03,0.00,0.01,0,0,0,
1754584218800,0,0,0,39,0,0,11.00,2.18,0.82,90,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,106,-32.96,205.86,18.50,30.00,0,0,0.00,0.00,0.53,0.03,0.00,0.01,0,0,0,
1754584219800,0,0,0,39,0,0,0.00,1.44,0.11,55,150,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,30.00,0,1,0.00,0.00,0.53,0.03,0.00,0.01,1,0,0,
1754584220800,0,0,0,39,0,0,0.00,0.74,0.78,40,754,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,34.00,0,0,0.00,0.00,0.53,0.03,0.00,0.01,0,0,0,
1754584221800,0,0,0,39,0,0,0.00,0.74,0.90,40,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,33.00,0,0,0.00,0.00,0.53,0.03,0.00,0.01,0,0,0,
1754584222800,0,0,0,39,0,0,0.00,2.18,0.79,90,791,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,35.00,0,1,0.00,0.00,0.52,0.03,0.00,0.01,1,0,0,
1754584223800,0,0,0,39,0,0,0.00,2.18,0.82,90,794,-64.33,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.55,6.91,40.00,35.00,0,1,0.00,0.00,0.52,0.03,0.00,0.01,1,0,0,
1754584224800,0,0,0,39,0,0,0.00,2.18,0.89,90,784,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,34.00,0,1,0.00,0.00,0.52,0.03,0.00,0.01,1,0,0,
1754584225800,0,0,0,39,0,0,0.00,0.74,0.82,40,779,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,40.50,32.00,0,0,0.00,0.00,0.51,0.03,0.00,0.01,0,0,0,
1754584226800,0,0,0,39,0,0,0.00,0.74,1.19,40,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,33.00,0,0,0.00,0.00,0.51,0.03,0.00,0.01,0,0,0,
1754584227800,0,0,0,39,0,0,0.00,2.18,0.66,83,801,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,39.50,33.00,0,1,0.00,0.00,0.51,0.03,0.00,0.01,1,0,0,
1754584228800,0,0,0,39,0,0,0.00,2.18,0.86,45,804,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,35.00,0,2,0.00,0.00,0.50,0.03,0.00,0.01,2,0,0,
1754584229800,0,0,0,39,0,0,0.00,2.18,0.75,36,789,-64.33,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.55,6.91,39.00,35.00,0,3,0.00,0.00,0.50,0.03,0.00,0.01,3,0,0,
1754584230800,0,0,0,39,0,0,0.00,0.74,0.85,23,471,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,40.50,36.00,0,4,0.00,0.00,0.50,0.03,0.00,0.01,3,0,0,
1754584231800,0,0,0,39,0,0,0.00,0.74,0.82,28,471,-64.25,-65.00,-64.50,-64.00,-64.00,-64.00,12,5,-46.47,6.91,39.50,35.00,0,3,0.00,0.00,0.50,0.03,0.00,0.01,3,0,0,
1754584232800,0,0,0,39,0,0,0.00,2.18,0.76,42,801,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,40.50,35.00,0,3,0.00,0.00,0.49,0.03,0.00,0.01,3,0,0,
1754584233800,0,0,0,39,0,0,0.00,2.18,0.78,39,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,32.00,0,3,0.00,0.00,0.49,0.03,0.00,0.01,3,0,0,
1754584234800,0,0,0,39,0,0,0.00,0.74,0.85,36,456,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,31.00,0,2,0.00,0.00,0.49,0.03,0.00,0.01,2,0,0,
1754584235800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,0,0,0.00,0.00,0.49,0.03,0.00,0.01,0,0,0,
1754584236800,0,0,0,39,1,1,0.00,1.50,1.48,129,411,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,0,0,0.00,0.00,0.49,0.03,0.00,0.01,0,0,0,
1754584237800,0,0,0,39,0,0,0.00,0.74,0.78,80,699,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,0,0,0.00,0.00,0.48,0.03,0.00,0.01,0,0,0,
1754584238800,0,0,0,39,0,0,0.00,0.74,0.78,40,711,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,31.00,0,0,0.00,0.00,0.48,0.03,0.00,0.01,0,0,0,
1754584239800,0,0,0,39,0,0,0.00,0.74,0.74,75,391,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,32.00,0,0,0.00,0.00,0.48,0.03,0.00,0.01,0,0,0,
1754584240800,0,0,0,39,0,0,0.00,0.74,0.78,40,714,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,33.00,0,0,0.00,0.00,0.48,0.03,0.00,0.01,0,0,0,
1754584241800,0,0,0,39,0,0,0.00,0.74,0.82,40,709,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,60.00,29.00,0,0,0.00,0.00,0.47,0.03,0.00,0.01,0,0,0,
1754584242800,0,0,0,39,4,1,0.00,5.11,2.08,214,428,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.50,30.00,0,0,0.00,0.00,0.47,0.03,0.00,0.01,0,0,0,
1754584243800,0,0,0,39,0,0,0.00,0.74,0.74,75,428,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,29.00,0,0,0.00,0.00,0.47,0.03,0.00,0.01,0,0,0,
1754584244800,0,0,0,39,0,0,0.00,0.74,0.78,75,421,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,60.50,29.00,1,0,0.00,0.00,0.47,0.03,0.00,0.01,0,0,0,
1754584245800,0,0,0,39,0,0,0.00,0.74,0.78,75,426,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,29.00,1,0,0.00,0.00,0.47,0.03,0.00,0.01,0,0,0,
1754584246800,0,0,0,39,0,0,0.00,0.74,0.82,40,719,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,32.00,0,0,0.00,0.00,0.47,0.03,0.00,0.01,0,0,0,
1754584247800,0,0,0,39,0,0,0.00,2.18,0.82,90,729,-63.83,-64.00,-64.00,-64.00,-64.00,-63.00,12,5,-46.05,6.93,39.00,30.00,0,0,0.00,0.00,0.46,0.03,0.00,0.01,0,0,0,
1754584248800,0,0,0,39,0,0,0.00,2.18,0.82,90,746,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.14,6.93,38.50,27.00,0,0,0.00,0.00,0.46,0.03,0.00,0.01,0,0,0,
1754584249800,0,0,0,39,0,0,0.00,2.18,0.82,90,739,-63.75,-64.00,-64.00,-64.00,-63.50,-63.00,12,5,-45.97,6.93,39.00,28.00,0,0,0.00,0.00,0.46,0.03,0.00,0.01,0,0,0,
1754584250800,0,0,0,39,0,0,0.00,0.74,0.82,80,734,-63.77,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-45.99,6.93,39.00,27.00,0,0,0.00,0.00,0.46,0.03,0.00,0.01,0,0,0,
1754584251800,0,0,0,39,0,0,0.00,0.74,0.82,40,729,-63.67,-64.00,-64.00,-64.00,-63.00,-63.00,12,5,-45.89,6.94,60.50,27.00,0,0,0.00,0.00,0.45,0.03,0.00,0.01,0,0,0,
1754584252800,0,0,0,39,0,0,0.00,2.18,0.82,90,739,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,26.00,0,0,0.00,0.00,0.45,0.03,0.00,0.01,0,0,0,
1754584253800,0,0,0,39,0,0,0.00,2.18,0.82,90,756,-63.83,-64.00,-64.00,-64.00,-64.00,-63.00,12,5,-46.05,6.93,39.00,27.00,0,0,0.00,0.00,0.45,0.03,0.00,0.01,0,0,0,
1754584254800,0,0,0,39,0,0,0.00,2.18,0.82,90,749,-63.77,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-45.99,6.93,60.00,28.00,0,0,0.00,0.00,0.45,0.03,0.00,0.01,0,0,0,
1754584255800,0,0,0,39,0,0,0.00,0.74,0.82,40,744,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,30.00,0,0,0.00,0.00,0.44,0.03,0.00,0.01,0,0,0,
1754584256800,0,0,0,39,0,0,0.00,0.74,0.82,40,739,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.50,34.00,1,0,0.00,0.00,0.44,0.03,0.00,0.01,0,0,0,
1754584257800,0,0,0,39,0,0,0.00,2.18,0.82,90,749,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,38.50,36.00,0,0,0.00,0.00,0.44,0.03,0.00,0.01,0,0,0,
1754584258800,0,0,0,39,0,0,0.00,2.18,0.82,90,766,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,35.00,0,0,0.00,0.00,0.44,0.03,0.00,0.01,0,0,0,
1754584259800,0,0,0,39,0,0,0.00,2.18,0.82,90,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,33.00,1,0,0.00,0.00,0.43,0.03,0.00,0.01,0,0,0,
1754584260800,0,0,0,39,0,0,0.00,0.74,0.82,40,754,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,33.00,0,0,0.00,0.00,0.43,0.03,0.00,0.01,0,0,0,
1754584261800,0,0,0,39,0,0,0.00,0.74,0.82,40,749,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,60.00,32.00,2,0,0.00,0.00,0.43,0.03,0.00,0.01,0,0,0,
1754584262800,0,0,0,39,0,0,0.00,2.18,0.82,90,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,30.00,1,0,0.00,0.00,0.43,0.03,0.00,0.01,0,0,0,
1754584263800,0,0,0,39,0,0,0.00,2.18,0.82,90,776,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,30.00,1,0,0.00,0.00,0.42,0.03,0.00,0.01,0,0,0,
1754584264800,0,0,0,39,0,0,0.00,2.18,0.80,90,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,32.00,0,0,0.00,0.00,0.42,0.03,0.00,0.01,0,0,0,
1754584265800,0,0,0,39,0,0,87.00,0.74,0.85,40,774,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,30.00,1,0,0.00,0.00,0.42,0.03,0.00,0.01,0,0,0,
1754584266800,0,0,0,39,0,0,138.00,0.74,0.82,40,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,1,0,0.00,0.00,0.42,0.03,0.00,0.01,0,0,0,
1754584267800,0,0,0,39,0,0,483.00,1.46,0.80,65,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,40.00,33.00,0,0,0.00,0.00,0.42,0.03,0.00,0.01,0,0,0,
1754584268800,0,0,0,39,0,0,194.00,1.46,0.82,65,786,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,0,0,0.00,0.00,0.41,0.03,0.00,0.01,0,0,0,
1754584269800,0,0,0,39,0,0,14.00,2.18,0.82,90,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,106,-32.96,205.86,19.00,33.00,0,0,0.00,0.00,0.41,0.03,0.00,0.01,0,0,0,
1754584270800,0,0,0,39,0,0,0.00,1.44,0.06,55,160,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,37.50,33.00,0,1,0.00,0.00,0.41,0.03,0.00,0.01,1,0,0,
1754584271800,0,0,0,39,0,0,0.00,0.74,0.89,40,754,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,33.00,0,0,0.00,0.00,0.41,0.03,0.00,0.01,0,0,0,
1754584272800,0,0,0,39,0,0,0.00,0.74,0.83,40,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,34.00,0,0,0.00,0.00,0.41,0.03,0.00,0.01,0,0,0,
1754584273800,0,0,0,39,0,0,0.00,2.18,0.79,130,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,0,1,0.00,0.00,0.41,0.03,0.00,0.01,1,0,0,
1754584274800,0,0,0,39,0,0,0.00,2.18,0.82,90,796,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,32.00,0,1,0.00,0.00,0.40,0.03,0.00,0.01,1,0,0,
1754584275800,0,0,0,39,0,0,0.00,2.18,0.82,130,794,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,32.00,0,1,0.00,0.00,0.40,0.03,0.00,0.01,1,0,0,
1754584276800,0,0,0,39,0,0,0.00,0.74,0.78,40,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,34.00,0,0,0.00,0.00,0.40,0.03,0.00,0.01,0,0,0,
1754584277800,0,0,0,39,0,0,0.00,0.74,1.22,80,779,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,39.00,35.00,0,0,0.00,0.00,0.40,0.03,0.00,0.01,0,0,0,
1754584278800,0,0,0,39,0,0,0.00,2.18,0.66,83,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,34.00,0,1,0.00,0.00,0.40,0.03,0.00,0.01,1,0,0,
1754584279800,0,0,0,39,0,0,0.00,2.18,0.86,42,801,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,34.00,0,3,0.00,0.00,0.39,0.03,0.00,0.01,3,0,0,
1754584280800,0,0,0,39,0,0,0.00,2.18,0.86,45,804,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.50,31.00,0,2,0.00,0.00,0.39,0.03,0.00,0.01,2,0,0,
1754584281800,0,0,0,39,0,0,0.00,0.74,0.75,22,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,33.00,0,3,0.00,0.00,0.39,0.03,0.00,0.01,3,0,0,
1754584282800,0,0,0,39,0,0,0.00,0.74,0.89,28,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,0,4,0.00,0.00,0.39,0.03,0.00,0.01,3,0,0,
1754584283800,0,0,0,39,0,0,0.00,2.18,0.76,30,789,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,38.00,35.00,0,6,0.00,0.00,0.39,0.03,0.00,0.01,4,0,0,
1754584284800,0,0,0,39,0,0,0.00,0.74,0.86,21,471,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,38.00,36.00,0,5,0.00,0.00,0.38,0.03,0.00,0.01,4,0,0,
1754584285800,0,0,0,39,0,0,0.00,2.18,0.75,30,789,-64.33,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.55,6.91,38.00,38.00,0,5,0.00,0.00,0.38,0.03,0.00,0.01,4,0,0,
1754584286800,0,0,0,39,0,0,0.00,0.74,0.85,28,471,-64.31,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.53,6.91,39.50,38.00,0,3,0.00,0.00,0.38,0.03,0.00,0.01,3,0,0,
1754584287800,0,0,0,39,0,0,0.00,0.74,0.82,51,471,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,39.00,36.00,0,1,0.00,0.00,0.38,0.03,0.00,0.01,1,0,0,
1754584288800,0,0,0,39,0,0,0.00,0.74,0.82,35,471,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,39.50,34.00,0,0,0.00,0.00,0.38,0.03,0.00,0.01,0,0,0,
1754584289800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,40.00,35.00,0,0,0.00,0.00,0.38,0.03,0.00,0.01,0,0,0,
1754584290800,0,0,0,39,0,0,0.00,0.74,0.82,75,456,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,39.00,35.00,0,0,0.00,0.00,0.38,0.03,0.00,0.01,0,0,0,
1754584291800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,39.00,37.00,0,0,0.00,0.00,0.38,0.03,0.00,0.01,0,0,0,
1754584292800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,39.00,34.00,0,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584293800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,38.00,33.00,0,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584294800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,37.50,34.00,0,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584295800,0,0,0,39,0,0,0.00,0.74,0.82,35,456,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,37.50,33.00,0,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584296800,0,0,0,39,1,1,0.00,1.50,1.48,129,431,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,32.00,0,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584297800,0,0,0,39,0,0,0.00,0.74,0.78,80,699,-64.25,-65.00,-64.50,-64.00,-64.00,-64.00,12,5,-46.47,6.91,59.50,33.00,0,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584298800,0,0,0,39,0,0,0.00,0.74,0.78,40,711,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,38.00,35.00,0,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584299800,0,0,0,39,6,3,0.00,7.29,3.50,346,396,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,39.00,36.00,0,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584300800,0,0,0,39,0,0,0.00,0.74,0.78,40,709,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,60.00,36.00,0,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584301800,0,0,0,39,0,0,0.00,0.74,0.78,40,709,-64.42,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.64,6.91,40.00,36.00,0,0,0.00,0.00,0.36,0.03,0.00,0.01,0,0,0,
1754584302800,0,0,0,39,0,0,0.00,2.18,0.78,90,729,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,39.00,36.00,0,0,0.00,0.00,0.36,0.03,0.00,0.01,0,0,0,
1754584303800,0,0,0,39,0,0,0.00,0.74,0.78,75,428,-64.25,-65.00,-64.50,-64.00,-64.00,-64.00,12,5,-46.47,6.91,39.00,36.00,2,0,0.00,0.00,0.36,0.03,0.00,0.01,0,0,0,
1754584304800,1,50,0,39,0,0,0.00,0.00,0.04,5,406,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,10,5,-46.22,6.92,38.00,33.00,1,0,0.00,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584305800,1,50,0,39,0,0,0.00,0.00,0.00,530,714,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,6,5,-46.39,6.92,36.50,34.00,1,0,0.03,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584306800,1,50,0,39,0,0,0.00,0.00,0.00,180,45,,,,,,,0,5,,0.00,35.50,34.00,0,0,0.04,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584307800,1,50,0,39,0,0,0.00,0.00,0.00,10,50,,,,,,,0,5,,0.00,37.00,31.00,0,0,0.01,0.00,0.37,0.03,0.00,0.01,0,0,0,
1754584308800,1,50,0,39,0,0,0.00,0.98,0.73,59,50,,,,,,,0,5,,0.00,38.00,29.00,0,0,0.01,0.00,0.37,0.03,0.00,0.01,0,0,0,
