Time (UNIX ms),Is Jamming,Jammer TX Gain,Reporting Time Offset (ms),UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,PHY.NPrbDl,PHY.DerivedRssiDl (dBm),PHY.DerivedRsrqDl (dB),PUSCH.Snr (dB),PUCCH.Snr (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,DRB.DerivedCQIDl,PHY.CqiWb1TbDl,PHY.CqiWb2TbDl,
1754584635800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.92,-65.00,-65.00,-65.00,-65.00,-64.00,12,5,-47.14,6.89,38.50,34.00,0,0,0.00,0.00,0.39,0.03,0.00,0.00,0,0,0,
1754584636800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-65.00,-65.00,-65.00,-65.00,-65.00,-65.00,13,5,-47.22,6.88,38.50,36.00,0,0,0.00,0.00,0.39,0.03,0.00,0.00,0,0,0,
1754584637800,0,0,0,39,0,0,0.00,0.74,0.82,75,456,-65.00,-65.00,-65.00,-65.00,-65.00,-65.00,12,5,-47.22,6.88,39.50,38.00,0,0,0.00,0.00,0.39,0.03,0.00,0.00,0,0,0,
1754584638800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-65.00,-65.00,-65.00,-65.00,-65.00,-65.00,13,5,-47.22,6.88,38.00,38.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584639800,0,0,0,39,1,1,0.00,1.46,1.48,60,401,-64.92,-65.00,-65.00,-65.00,-65.00,-64.00,12,5,-47.14,6.89,60.00,35.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584640800,0,0,0,39,0,0,0.00,0.74,0.78,40,699,-64.54,-65.00,-65.00,-65.00,-64.00,-64.00,13,5,-46.76,6.90,38.50,36.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584641800,0,0,0,39,0,0,0.00,0.74,0.78,40,716,-64.75,-65.00,-65.00,-65.00,-64.50,-64.00,12,5,-46.97,6.89,38.50,36.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584642800,0,0,0,39,0,0,0.00,0.74,0.74,75,391,-64.54,-65.00,-65.00,-65.00,-64.00,-64.00,13,5,-46.76,6.90,60.00,36.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584643800,0,0,0,39,0,0,0.00,0.74,0.78,40,714,-64.33,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.55,6.91,38.00,37.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584644800,0,0,0,39,0,0,0.00,0.74,0.82,31,704,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,38.00,35.00,0,1,0.00,0.00,0.39,0.02,0.00,0.00,1,0,0,
1754584645800,0,0,0,39,0,0,0.00,0.74,0.78,41,709,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,34.00,0,2,0.00,0.00,0.39,0.02,0.00,0.00,2,0,0,
1754584646800,0,0,0,39,0,0,0.00,2.18,0.78,32,741,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,35.00,0,4,0.00,0.00,0.39,0.02,0.00,0.00,3,0,0,
1754584647800,0,0,0,39,0,0,0.00,0.74,0.78,36,421,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,33.00,0,2,0.00,0.00,0.39,0.02,0.00,0.00,2,0,0,
1754584648800,0,0,0,39,0,0,0.00,0.74,0.78,75,426,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,33.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584649800,0,0,0,39,3,2,0.00,3.77,2.62,133,719,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,59.50,34.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584650800,0,0,0,39,0,0,0.00,0.74,0.78,31,719,-64.38,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.60,6.91,39.00,37.00,0,1,0.00,0.00,0.39,0.02,0.00,0.00,1,0,0,
1754584651800,0,0,0,39,0,0,0.00,2.18,0.82,63,729,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,36.00,0,1,0.00,0.00,0.39,0.02,0.00,0.00,1,0,0,
1754584652800,0,0,0,39,0,0,0.00,2.18,0.82,90,739,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,60.00,36.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584653800,0,0,0,39,0,0,0.00,2.18,0.82,90,744,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,40.00,36.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584654800,0,0,0,39,0,0,0.00,0.74,0.82,40,734,-64.38,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.60,6.91,38.00,35.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584655800,0,0,0,39,0,0,0.00,0.74,0.78,40,729,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,38.50,34.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584656800,0,0,0,39,0,0,0.00,2.18,0.82,81,739,-64.46,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.68,6.90,59.50,36.00,0,1,0.00,0.00,0.38,0.02,0.00,0.00,1,0,0,
1754584657800,0,0,0,39,0,0,0.00,2.18,0.82,90,749,-64.33,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.55,6.91,38.50,37.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584658800,0,0,0,39,0,0,0.00,2.18,0.82,90,754,-64.54,-65.00,-65.00,-65.00,-64.00,-64.00,13,5,-46.76,6.90,39.50,38.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584659800,0,0,0,39,5,2,0.00,5.83,2.98,332,759,-64.50,-65.00,-65.00,-64.50,-64.00,-64.00,12,5,-46.72,6.90,38.50,34.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584660800,0,0,0,39,0,0,0.00,0.74,0.78,75,421,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,39.00,34.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584661800,0,0,0,39,0,0,0.00,2.18,0.82,81,749,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,39.00,35.00,0,1,0.00,0.00,0.38,0.02,0.00,0.00,1,0,0,
1754584662800,0,0,0,39,0,0,0.00,2.18,0.82,90,759,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,59.50,35.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584663800,0,0,0,39,0,0,0.00,2.18,0.82,90,764,-64.42,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.64,6.91,38.00,37.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584664800,0,0,0,39,0,0,0.00,0.74,0.82,40,754,-64.38,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.60,6.91,38.00,34.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584665800,0,0,0,39,0,0,0.00,0.74,0.78,40,749,-64.25,-65.00,-64.50,-64.00,-64.00,-64.00,12,5,-46.47,6.91,38.50,33.00,1,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584666800,0,0,0,39,0,0,0.00,2.18,0.82,81,759,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,60.00,33.00,0,1,0.00,0.00,0.38,0.02,0.00,0.00,1,0,0,
1754584667800,0,0,0,39,0,0,0.00,2.18,0.82,90,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,35.00,1,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584668800,0,0,0,39,0,0,0.00,2.18,0.82,90,774,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,34.00,1,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584669800,0,0,0,39,0,0,0.00,0.74,0.82,40,764,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,60.00,36.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584670800,0,0,0,39,0,0,0.00,0.74,0.78,40,759,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,39.00,35.00,2,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584671800,1,49,0,39,0,0,0.00,0.00,0.04,5,751,-64.44,-65.00,-65.00,-64.00,-64.00,-64.00,9,5,-46.66,6.91,37.50,35.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584672800,1,49,0,39,0,0,0.00,0.14,0.44,133,2014,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,8,5,-46.22,6.92,37.50,31.00,0,0,0.06,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584673800,1,49,0,39,0,0,0.00,1.91,0.76,253,1312,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,2,106,-32.96,205.86,5.00,35.00,0,1,0.16,0.02,0.38,0.02,0.00,0.00,1,0,0,
1754584674800,1,49,0,39,0,0,0.00,12.60,0.00,385,35,,,,,,,0,5,,0.00,39.00,33.00,0,6,0.11,0.03,0.38,0.02,0.00,0.00,4,0,0,
1754584675800,1,49,0,39,0,0,0.00,9.86,0.40,113,50,,,,,,,0,5,,0.00,38.00,35.00,0,6,0.04,0.03,0.38,0.02,0.00,0.00,4,0,0,
1754584676800,1,49,0,39,0,0,0.00,2.30,0.71,42,50,,,,,,,0,5,,0.00,38.50,36.00,0,3,0.01,0.02,0.38,0.02,0.00,0.00,3,0,0,
1754584677800,1,49,0,39,0,0,0.00,2.16,0.81,85,50,,,,,,,0,5,,0.00,38.50,37.00,0,0,0.00,0.01,0.38,0.02,0.00,0.00,0,0,0,
1754584678800,1,49,0,39,2,2,0.00,5.06,2.90,253,811,-64.92,-65.00,-65.00,-65.00,-65.00,-64.00,13,5,-47.14,6.89,36.50,35.00,0,0,0.01,0.01,0.38,0.02,0.00,0.00,0,0,0,
1754584679800,1,49,0,39,4,3,0.00,12.51,3.32,644,1360,-64.57,-65.00,-65.00,-65.00,-64.00,-64.00,7,5,-46.79,6.90,37.50,36.00,0,0,0.05,0.01,0.38,0.02,0.00,0.00,0,0,0,
1754584680800,1,49,0,39,0,0,0.00,9.76,0.00,689,436,-64.38,-65.00,-65.00,-64.00,-64.00,-64.00,8,5,-46.59,6.91,39.50,36.00,1,4,0.06,0.00,0.39,0.02,0.00,0.00,3,0,0,
1754584681800,1,49,0,39,0,0,0.00,3.05,0.89,116,794,-64.80,-65.00,-65.00,-65.00,-65.00,-64.00,10,5,-47.02,6.89,39.00,32.00,0,6,0.04,0.00,0.39,0.02,0.00,0.00,4,0,0,
1754584682800,1,49,0,39,0,0,0.00,0.74,0.74,16,451,-64.92,-65.00,-65.00,-65.00,-65.00,-64.00,13,5,-47.14,6.89,34.50,38.00,0,5,0.04,0.00,0.39,0.02,0.00,0.00,4,0,0,
1754584683800,1,49,0,39,1,1,0.00,7.97,1.48,132,1382,-64.86,-65.00,-65.00,-65.00,-65.00,-64.00,7,5,-47.08,6.89,36.50,35.00,0,3,0.09,0.00,0.39,0.02,0.00,0.00,3,0,0,
1754584684800,1,49,0,39,0,0,0.00,10.18,0.78,329,1375,-64.88,-65.00,-65.00,-65.00,-65.00,-64.00,8,5,-47.09,6.89,37.00,34.00,0,0,0.10,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584685800,1,49,0,39,0,0,0.00,2.21,0.78,90,771,-64.83,-65.00,-65.00,-65.00,-65.00,-64.00,12,5,-47.05,6.89,38.50,37.00,0,0,0.06,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584686800,1,49,0,39,1,1,0.00,8.69,1.54,389,1375,-64.62,-65.00,-65.00,-65.00,-64.00,-64.00,8,5,-46.84,6.90,37.50,36.00,0,0,0.08,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584687800,1,49,0,39,0,0,0.00,10.82,0.78,472,1392,-64.71,-65.00,-65.00,-65.00,-64.00,-64.00,7,5,-46.93,6.89,39.00,37.00,0,0,0.11,0.00,0.40,0.02,0.00,0.00,0,0,0,
1754584688800,1,49,0,39,0,0,0.00,2.88,0.02,105,764,-64.77,-65.00,-65.00,-65.00,-65.00,-64.00,13,5,-46.99,6.89,39.00,34.00,0,0,0.06,0.00,0.40,0.02,0.00,0.00,0,0,0,
1754584689800,0,0,0,39,1,1,0.00,5.85,1.48,360,1360,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,6,5,-46.39,6.92,41.00,37.00,0,0,0.11,0.00,0.40,0.02,0.00,0.00,0,0,0,
1754584690800,0,0,0,39,0,0,0.00,3.60,0.02,130,764,-64.62,-65.00,-65.00,-65.00,-64.00,-64.00,13,5,-46.83,6.90,38.50,34.00,0,0,0.05,0.00,0.40,0.02,0.00,0.00,0,0,0,
1754584691800,0,0,0,39,0,0,0.00,2.18,0.90,76,801,-64.42,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.64,6.91,38.50,36.00,0,1,0.02,0.00,0.40,0.02,0.00,0.00,1,0,0,
1754584692800,0,0,0,39,0,0,0.00,2.18,0.86,85,804,-65.00,-65.00,-65.00,-65.00,-65.00,-65.00,13,5,-47.22,6.88,37.00,37.00,0,0,0.01,0.00,0.40,0.02,0.00,0.00,0,0,0,
1754584693800,0,0,0,39,0,0,0.00,0.74,0.86,26,779,-64.92,-65.00,-65.00,-65.00,-65.00,-64.00,12,5,-47.14,6.89,37.50,38.00,0,1,0.00,0.00,0.40,0.02,0.00,0.00,1,0,0,
1754584694800,0,0,0,39,0,0,0.00,0.74,0.82,70,471,-64.77,-65.00,-65.00,-65.00,-65.00,-64.00,13,5,-46.99,6.89,38.50,38.00,0,0,0.00,0.00,0.40,0.02,0.00,0.00,0,0,0,
1754584695800,0,0,0,39,0,0,0.00,2.18,0.76,116,789,-64.58,-65.00,-65.00,-65.00,-64.00,-64.00,12,5,-46.80,6.90,38.00,37.00,0,1,0.00,0.00,0.40,0.02,0.00,0.00,1,0,0,
1754584696800,0,0,0,39,0,0,0.00,0.74,0.86,30,471,-64.69,-65.00,-65.00,-65.00,-64.00,-64.00,13,5,-46.91,6.90,39.00,39.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584697800,0,0,0,39,0,0,0.00,2.18,0.75,125,804,-64.67,-65.00,-65.00,-65.00,-64.00,-64.00,12,5,-46.89,6.90,38.00,37.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584698800,0,0,0,39,0,0,0.00,0.74,0.85,46,456,-64.46,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.68,6.90,38.00,36.00,0,1,0.00,0.00,0.39,0.02,0.00,0.00,1,0,0,
1754584699800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.42,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.64,6.91,37.50,36.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584700800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.62,-65.00,-65.00,-65.00,-64.00,-64.00,13,5,-46.83,6.90,39.00,32.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584701800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.83,-65.00,-65.00,-65.00,-65.00,-64.00,12,5,-47.05,6.89,38.50,36.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584702800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.69,-65.00,-65.00,-65.00,-64.00,-64.00,13,5,-46.91,6.90,38.50,37.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584703800,0,0,0,39,0,0,0.00,0.74,0.82,75,456,-64.42,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.64,6.91,38.00,33.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584704800,0,0,0,39,1,1,0.00,1.46,1.48,60,431,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,37.50,32.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584705800,0,0,0,39,0,0,0.00,0.74,0.78,40,699,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,60.50,26.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584706800,0,0,0,39,0,0,0.00,0.74,0.78,40,716,-63.85,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.06,6.93,39.50,27.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584707800,0,0,0,39,0,0,0.00,0.74,0.74,75,396,-63.58,-64.00,-64.00,-64.00,-63.00,-63.00,12,5,-45.80,6.94,39.00,33.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584708800,0,0,0,39,0,0,0.00,0.74,0.78,40,709,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.14,6.93,60.00,33.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584709800,0,0,0,39,0,0,0.00,0.74,0.82,40,709,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,33.00,0,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584710800,0,0,0,39,0,0,0.00,2.18,0.78,90,729,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.14,6.93,39.00,32.00,0,1,0.00,0.00,0.39,0.02,0.00,0.00,1,0,0,
1754584711800,0,0,0,39,0,0,0.00,0.74,0.74,75,428,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,34.00,2,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584712800,0,0,0,39,0,0,0.00,0.74,0.78,35,426,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,60.00,33.00,2,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584713800,0,0,0,39,0,0,0.00,0.74,0.78,75,421,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,35.00,1,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584714800,0,0,0,39,0,0,0.00,0.74,0.86,40,734,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,38.00,36.00,1,0,0.00,0.00,0.39,0.02,0.00,0.00,0,0,0,
1754584715800,0,0,0,39,8,2,0.00,8.49,2.77,340,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,60.00,35.00,0,1,0.00,0.00,0.39,0.02,0.00,0.00,1,0,0,
1754584716800,0,0,0,39,0,0,0.00,2.18,0.82,90,746,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,38.50,35.00,0,1,0.00,0.00,0.38,0.02,0.00,0.00,1,0,0,
1754584717800,0,0,0,39,0,0,0.00,2.18,0.82,90,744,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,34.00,0,0,0.00,0.00,0.38,0.02,0.00,0.00,0,0,0,
1754584718800,0,0,0,39,0,0,0.00,0.74,0.82,31,729,-64.38,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.60,6.91,60.00,33.00,0,1,0.00,0.00,0.38,0.02,0.00,0.00,1,0,0,
1754584719800,0,0,0,39,0,0,0.00,0.74,0.82,25,729,-64.50,-65.00,-65.00,-64.50,-64.00,-64.00,12,5,-46.72,6.90,39.00,33.00,2,2,0.00,0.00,0.38,0.02,0.00,0.00,2,0,0,
1754584720800,0,0,0,39,0,0,0.00,2.18,0.82,36,739,-64.46,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.68,6.90,39.00,35.00,1,3,0.00,0.00,0.38,0.02,0.00,0.00,3,0,0,
1754584721800,0,0,0,39,0,0,0.00,2.18,0.82,38,756,-64.50,-65.00,-65.00,-64.50,-64.00,-64.00,12,5,-46.72,6.90,39.00,36.00,1,4,0.00,0.00,0.38,0.02,0.00,0.00,3,0,0,
1754584722800,0,0,0,39,0,0,0.00,2.18,0.82,36,754,-64.46,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.68,6.90,39.00,37.00,1,6,0.00,0.00,0.38,0.02,0.00,0.00,4,0,0,
1754584723800,0,0,0,39,0,0,0.00,0.74,0.82,20,739,-64.58,-65.00,-65.00,-65.00,-64.00,-64.00,12,5,-46.80,6.90,39.00,36.00,1,5,0.00,0.00,0.38,0.02,0.00,0.00,4,0,0,
1754584724800,0,0,0,39,0,0,491.00,0.74,0.82,20,739,-64.38,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.60,6.91,39.50,35.00,1,6,0.00,0.00,0.38,0.02,0.00,0.00,4,0,0,
1754584725800,0,0,0,39,0,0,93.00,1.46,0.80,25,739,-64.33,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.55,6.91,39.00,35.00,0,8,0.00,0.00,0.38,0.02,0.00,0.00,5,0,0,
1754584726800,0,0,0,39,0,0,159.00,2.18,0.82,30,761,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,38.00,34.00,0,8,0.00,0.00,0.38,0.02,0.00,0.00,5,0,0,
1754584727800,0,0,0,39,0,0,75.00,1.46,0.82,25,764,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,39.00,34.00,0,6,0.00,0.00,0.38,0.02,0.00,0.00,4,0,0,
1754584728800,0,0,0,39,0,0,50.00,2.18,0.82,34,749,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,106,-32.96,205.86,18.50,34.00,0,6,0.00,0.00,0.38,0.02,0.00,0.00,4,0,0,
1754584729800,0,0,0,39,0,0,0.00,0.00,0.13,5,125,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,33.00,0,5,0.00,0.00,0.38,0.02,0.00,0.00,4,0,0,
1754584730800,0,0,0,39,0,0,0.00,0.74,0.76,20,734,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,34.00,0,3,0.00,0.00,0.38,0.02,0.00,0.00,3,0,0,
1754584731800,0,0,0,39,0,0,0.00,2.18,0.82,45,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,34.00,0,3,0.00,0.00,0.38,0.02,0.00,0.00,3,0,0,
1754584732800,0,0,0,39,0,0,0.00,2.18,0.82,45,776,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,32.00,0,3,0.00,0.00,0.38,0.02,0.00,0.00,3,0,0,
1754584733800,0,0,0,39,0,0,0.00,2.18,0.82,45,774,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,32.00,0,3,0.00,0.00,0.38,0.02,0.00,0.00,3,0,0,
1754584734800,0,0,0,39,0,0,0.00,0.74,0.78,41,759,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.14,6.93,39.50,32.00,0,1,0.00,0.00,0.37,0.02,0.00,0.00,1,0,0,
1754584735800,0,0,0,39,0,0,0.00,0.74,0.82,40,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,30.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584736800,0,0,0,39,0,0,0.00,2.18,0.82,90,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,32.00,0,1,0.00,0.00,0.37,0.02,0.00,0.00,1,0,0,
1754584737800,0,0,0,39,0,0,0.00,2.18,0.82,81,781,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,39.50,33.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584738800,0,0,0,39,0,0,0.00,2.18,0.82,90,784,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,39.50,32.00,0,1,0.00,0.00,0.37,0.02,0.00,0.00,1,0,0,
1754584739800,0,0,0,39,0,0,0.00,0.74,0.78,40,769,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,40.00,32.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584740800,0,0,0,39,0,0,0.00,0.74,0.90,80,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,31.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584741800,0,0,0,39,0,0,0.00,2.18,0.79,90,779,-64.25,-65.00,-64.50,-64.00,-64.00,-64.00,12,5,-46.47,6.91,40.00,29.00,0,1,0.00,0.00,0.37,0.02,0.00,0.00,1,0,0,
1754584742800,0,0,0,39,0,0,0.00,2.18,0.82,81,791,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,30.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584743800,0,0,0,39,0,0,0.00,2.18,0.82,90,794,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,39.50,34.00,0,1,0.00,0.00,0.37,0.02,0.00,0.00,1,0,0,
1754584744800,0,0,0,39,0,0,0.00,0.74,0.78,80,779,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,39.50,33.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584745800,0,0,0,39,0,0,0.00,0.74,1.22,40,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,35.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
1754584746800,0,0,0,39,0,0,0.00,2.18,0.66,125,789,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,38.00,36.00,0,1,0.00,0.00,0.37,0.02,0.00,0.00,1,0,0,
1754584747800,0,0,0,39,0,0,0.00,2.18,0.86,81,801,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,32.00,0,0,0.00,0.00,0.37,0.02,0.00,0.00,0,0,0,
