Time (UNIX ms),Reporting Time Offset (ms),E2 Node ID,UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,PHY.NPrbDl,PHY.DerivedRssiDl (dBm),PHY.DerivedRsrqDl (dB),PUSCH.Snr (dB),PUCCH.Snr (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,DRB.DerivedCQIDl,PHY.CqiWb1TbDl,PHY.CqiWb2TbDl,
1763398726250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398727250,0,gNB,1,1066,4,0.00,1070.87,4.90,1676,155,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,45,-16.68,118.73,19.50,21.00,24,28,0.07,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398727250,0,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398727250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398728250,-1,gNB,1,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,17.50,21.00,24,28,0.06,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398728250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398728250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398729250,1,gNB,1,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,22,28,0.05,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398729250,1,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398729250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398730250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,20,28,0.04,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398730250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398730250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398731250,-1,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,18,28,0.03,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398731250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398731250,-1,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398732250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,16,28,0.03,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398732250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398732250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398733250,1,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,14,28,0.02,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398733250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398733250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398734250,0,gNB,1,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,12,27,0.02,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398734250,0,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398734250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.00,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398735250,0,gNB,1,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,11,27,0.02,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398735250,0,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398735250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398736250,1,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,9,27,0.01,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398736250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398736250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398737250,-1,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,7,27,0.01,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398737250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398737250,-1,gNB,3,0,0,0.00,0.00,0.00,5,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398738250,1,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,5,27,0.01,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398738250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398738250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398739250,0,gNB,1,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.50,21.00,3,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763398739250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398739250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398740250,-1,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,63.50,21.00,1,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763398740250,-1,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398740250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398741250,2,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,26,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763398741250,2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398741250,2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398742250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,26,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763398742250,0,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398742250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398743250,-1,gNB,1,27,287,0.00,27.98,297.09,52,11325,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,106,-12.96,360.01,19.00,21.00,1,26,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763398743250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398743250,-1,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398744250,0,gNB,1,4,479,0.00,4.70,483.02,17,11944,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,337.56,19.00,21.00,3,25,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763398744250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398744250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398745250,3,gNB,1,4,731,0.00,4.75,746.79,32,11643,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,94,-13.48,306.90,19.00,24.00,5,23,0.00,0.00,0.02,0.00,0.00,0.00,13,0,0,
1763398745260,11,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398745260,11,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398746250,-4,gNB,1,4,1030,0.00,4.73,1029.70,23,11638,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,106,-12.96,360.01,19.00,21.00,7,22,0.00,0.00,0.02,0.00,0.00,0.00,12,0,0,
1763398746250,-4,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398746250,-4,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398747250,2,gNB,1,4,1342,0.00,4.75,1359.35,30,11638,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,19.00,21.00,9,20,0.00,0.00,0.02,0.00,0.00,0.00,11,0,0,
1763398747250,2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398747250,2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398748250,0,gNB,1,4,1569,0.00,4.75,1574.99,31,11944,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,18.50,21.00,11,21,0.00,0.00,0.02,0.00,0.00,0.00,12,0,0,
1763398748250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398748250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398749250,-1,gNB,1,4,1881,0.00,4.75,1902.30,31,11643,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,106,-12.96,360.01,19.00,21.00,13,21,0.00,0.00,0.02,0.00,0.00,0.00,12,0,0,
1763398749250,-1,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398749250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398750250,-1,gNB,1,4,1234,0.00,4.82,1231.34,50,6647,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,75,-14.46,228.25,19.00,21.00,14,22,0.00,0.00,0.02,0.00,0.00,0.00,12,0,0,
1763398750250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398750250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398751250,0,gNB,1,4,1018,0.00,4.85,1024.62,48,4905,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,42,-16.98,108.86,19.00,24.00,16,24,0.00,0.00,0.02,0.00,0.00,0.00,13,0,0,
1763398751250,0,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398751250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398752250,0,gNB,1,4,1126,0.00,4.82,1137.50,43,5375,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,94,-13.48,306.90,19.00,21.00,18,26,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763398752350,105,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398752350,105,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398753250,3,gNB,1,4,1078,0.00,4.90,1090.68,57,4928,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,18.50,21.00,20,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398753250,3,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398753250,3,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398754250,-2,gNB,1,4,1090,0.00,4.87,1086.30,52,4609,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,89,-13.71,285.54,19.00,19.00,22,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398754250,-2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398754250,-2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398755250,0,gNB,1,4,1054,0.00,4.87,1060.32,52,4025,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,94,-13.48,306.90,19.00,21.00,24,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398755250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398755250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398756250,-1,gNB,1,4,982,0.00,4.85,988.69,52,3236,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,24.00,26,28,0.01,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398756250,-1,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398756250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398757250,1,gNB,1,4,970,0.00,4.78,976.90,32,2868,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,26,28,0.11,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398757250,1,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398757250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398758250,1,gNB,1,4,1162,0.00,4.90,1168.10,57,3853,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,24.00,24,28,0.18,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398758250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398758250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398759250,0,gNB,1,4,1090,0.00,4.90,1095.84,57,3826,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,53,-15.97,146.07,19.00,21.00,23,28,0.14,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398759250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398759250,0,gNB,3,0,0,0.00,0.00,0.00,5,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398760250,0,gNB,1,4,1114,0.00,4.87,1120.44,52,4092,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,32,-18.16,77.55,19.00,21.00,23,28,0.12,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398760250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398760250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398761250,-2,gNB,1,4,1054,0.00,4.87,1064.71,57,4116,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,106,-12.96,360.01,19.00,21.00,23,28,0.09,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398761250,-2,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398761250,-2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398762250,1,gNB,1,4,970,0.00,4.85,972.34,47,3213,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,23,28,0.08,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398762250,2,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763398762250,2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,24.00,0,0,0.00,0.00,0.01,0.00,0.00,0.00,0,0,0,
1763398763250,1,gNB,1,4,1222,0.00,4.90,1228.60,57,4271,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,24,-19.41,54.42,19.50,21.00,23,28,0.07,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763398763250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
